index,ticket_id,created_date,customer,region,channel,subject,severity,time_to_resolve_hours,agent_touches,reopened,sev_weight,category
921,IDC-42426,2026-04-08T00:00:00.000Z,Rivet Play,CA-ON,Portal,Date of birth validation rejecting valid 1999 dates,S3 - Medium,35.8,3,No,2,User Verification Friction
922,IDC-44737,2026-06-14T00:00:00.000Z,Pinnacle Play,US-CO,Email,New image capture flow rejecting valid IDs,S2 - High,8.2,7,Yes,3,User Verification Friction
923,IDC-44133,2026-04-14T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,"Pass rate dropped sharply this week, is a data provider down?",S1 - Critical,8.4,8,No,4,Platform Reliability Friction
924,IDC-42204,2026-06-06T00:00:00.000Z,Rivet Play,CA-ON,Email,Invoice query forwarded from finance,S3 - Medium,33.2,4,No,2,Account Admin
925,IDC-42644,2026-07-16T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Duplicate verification sessions created for one user,S3 - Medium,22.8,5,No,2,User Verification Friction
926,IDC-42080,2026-05-23T00:00:00.000Z,Rivet Play,CA-ON,Email,Set up user access for two new team members,S3 - Medium,38.7,4,No,2,Integration & Config
927,IDC-43665,2026-04-26T00:00:00.000Z,Cobalt Sportsbook,US-PA,Phone,Verification failing with provider timeout (504),S3 - Medium,31.9,3,No,2,Platform Reliability Friction
928,IDC-44150,2026-04-03T00:00:00.000Z,Selkirk Interactive,US-AZ,Slack Connect,Player passed data check but failed secondary auth,S3 - Medium,30.7,5,No,2,User Verification Friction
929,IDC-42315,2026-07-24T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Callback not received after verification completes,S1 - Critical,7,12,No,4,Platform Reliability Friction
930,IDC-43349,2026-05-04T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Too many users routed to step-up this week,S3 - Medium,27.4,2,No,2,User Verification Friction
931,IDC-42667,2026-06-05T00:00:00.000Z,Rivet Play,CA-ON,Portal,Can the check flag an underage applicant?,S3 - Medium,17,5,No,2,Compliance Decision Friction
932,IDC-43376,2026-04-13T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Token creation request returning 401,S3 - Medium,18.4,3,No,2,Integration & Config
933,IDC-44364,2026-06-13T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Full 9-digit SSN check failing after config change,S3 - Medium,42.4,2,No,2,User Verification Friction
934,IDC-42584,2026-03-14T00:00:00.000Z,Rivet Play,CA-ON,Portal,Callback not received after verification completes,S3 - Medium,30,6,Yes,2,Platform Reliability Friction
935,IDC-44539,2026-03-26T00:00:00.000Z,Ashgrove Bet,UK,Email,Selfie step blank on Android Chrome,S3 - Medium,18.9,2,No,2,User Verification Friction
936,IDC-43600,2026-05-19T00:00:00.000Z,Cobalt Sportsbook,US-PA,Slack Connect,Address normalization rejecting apartment formats,S3 - Medium,29.7,3,No,2,User Verification Friction
937,IDC-44889,2026-02-24T00:00:00.000Z,Pinnacle Play,US-CO,Portal,SSN last-4 not matching for valid users,S3 - Medium,27.1,3,No,2,User Verification Friction
938,IDC-42867,2026-05-04T00:00:00.000Z,Rivet Play,CA-ON,Email,Can the check flag an underage applicant?,S4 - Low,67.4,1,No,1,Compliance Decision Friction
939,IDC-43249,2026-05-14T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,Step-up auth triggering for returning players,S3 - Medium,30.1,6,No,2,User Verification Friction
940,IDC-43705,2026-06-30T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Player says they were verified twice and charged twice,S3 - Medium,31.7,6,No,2,User Verification Friction
941,IDC-42621,2026-06-13T00:00:00.000Z,Rivet Play,CA-ON,Email,"Onboarding new market, what config changes are needed?",S4 - Low,26.4,3,No,1,Integration & Config
942,IDC-42319,2026-05-21T00:00:00.000Z,Rivet Play,CA-ON,Phone,Duplicate verification sessions created for one user,S1 - Critical,11.8,7,No,4,User Verification Friction
943,IDC-42848,2026-02-25T00:00:00.000Z,Rivet Play,CA-ON,Email,apiKey rejected when sent in the request body,S1 - Critical,2.4,6,Yes,4,Integration & Config
944,IDC-44030,2026-05-11T00:00:00.000Z,Marigold Gaming,US-MI,Email,"Review decision pending for 48h+, players waiting",S4 - Low,28.5,2,No,1,Operational Backlog Friction
945,IDC-43795,2026-06-03T00:00:00.000Z,Cobalt Sportsbook,US-PA,Slack Connect,SSN last-4 not matching for valid users,S3 - Medium,16.1,2,No,2,User Verification Friction
946,IDC-43658,2026-02-16T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Can the check flag an underage applicant?,S3 - Medium,28,3,No,2,Compliance Decision Friction
947,IDC-42598,2026-04-06T00:00:00.000Z,Rivet Play,CA-ON,Portal,"Review decision pending for 48h+, players waiting",S3 - Medium,9.7,6,No,2,Operational Backlog Friction
948,IDC-44683,2026-05-06T00:00:00.000Z,Pinnacle Play,US-CO,Portal,Question about the data retention period,S4 - Low,56.1,2,No,1,Account Admin
949,IDC-44831,2026-07-25T00:00:00.000Z,Pinnacle Play,US-CO,Email,"Review decision pending for 48h+, players waiting",S3 - Medium,22.3,2,No,2,Operational Backlog Friction
950,IDC-43733,2026-03-05T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Address normalization rejecting apartment formats,S3 - Medium,33.7,2,No,2,User Verification Friction
951,IDC-43121,2026-07-29T00:00:00.000Z,Tidewater Casino,US-NJ,Email,"CfA failing, what does phone_not_baselined mean?",S2 - High,17.4,4,No,3,Platform Reliability Friction
952,IDC-42462,2026-03-12T00:00:00.000Z,Rivet Play,CA-ON,Phone,"CfA failing, what does phone_not_baselined mean?",S2 - High,20.8,7,No,3,Platform Reliability Friction
953,IDC-42843,2026-02-26T00:00:00.000Z,Rivet Play,CA-ON,Email,Request: export of last month's verification volumes,S3 - Medium,26.9,2,No,2,Account Admin
954,IDC-43992,2026-02-21T00:00:00.000Z,Marigold Gaming,US-MI,Email,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,39.6,5,No,2,Compliance Decision Friction
955,IDC-42175,2026-04-15T00:00:00.000Z,Rivet Play,CA-ON,Email,Passport read failing for a batch of users,S3 - Medium,9.5,2,No,2,User Verification Friction
956,IDC-44724,2026-07-20T00:00:00.000Z,Pinnacle Play,US-CO,Slack Connect,Upload succeeds but result says image invalid,S2 - High,14.3,7,No,3,User Verification Friction
957,IDC-43164,2026-03-23T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Player passed data check but failed secondary auth,S2 - High,25,4,No,3,User Verification Friction
958,IDC-44426,2026-04-16T00:00:00.000Z,Ashgrove Bet,UK,Phone,Upstream data check returning gateway errors since Monday,S1 - Critical,7.8,9,Yes,4,Platform Reliability Friction
959,IDC-42434,2026-04-05T00:00:00.000Z,Rivet Play,CA-ON,Portal,Request: export of last month's verification volumes,S3 - Medium,16.5,2,No,2,Account Admin
960,IDC-43382,2026-07-05T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Upload succeeds but result says image invalid,S2 - High,24.7,6,No,3,User Verification Friction
961,IDC-43645,2026-07-21T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Address normalization rejecting apartment formats,S3 - Medium,37.6,4,No,2,User Verification Friction
962,IDC-42278,2026-07-18T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Request: export of last month's verification volumes,S3 - Medium,30.6,2,No,2,Account Admin
963,IDC-42099,2026-04-09T00:00:00.000Z,Rivet Play,CA-ON,Portal,Manual review queue backing up this week,S4 - Low,61.4,3,No,1,Operational Backlog Friction
964,IDC-43174,2026-04-18T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,"vendors.error on data check, backend did not respond in time",S2 - High,13.5,9,No,3,Platform Reliability Friction
965,IDC-43836,2026-06-29T00:00:00.000Z,Cobalt Sportsbook,US-PA,Phone,Date of birth validation rejecting valid 1999 dates,S2 - High,23.8,8,No,3,User Verification Friction
966,IDC-43086,2026-06-29T00:00:00.000Z,Tidewater Casino,US-NJ,Phone,Verification failing with provider timeout (504),S2 - High,25.8,5,No,3,Platform Reliability Friction
967,IDC-43457,2026-07-08T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,"Base URL misconfigured, double https in the endpoint",S3 - Medium,41.5,4,No,2,Integration & Config
968,IDC-44306,2026-07-07T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,How do we clear stuck review cases?,S3 - Medium,27.8,4,No,2,Operational Backlog Friction
969,IDC-43936,2026-07-23T00:00:00.000Z,Marigold Gaming,US-MI,Email,Requesting SOC 2 report for our compliance team,S4 - Low,21.9,1,No,1,Account Admin
970,IDC-44424,2026-07-01T00:00:00.000Z,Ashgrove Bet,UK,Portal,"CfA failing, what does phone_not_baselined mean?",S2 - High,17.8,8,No,3,Platform Reliability Friction
971,IDC-44766,2026-03-08T00:00:00.000Z,Pinnacle Play,US-CO,Portal,Webhook signature verification failing in staging,S3 - Medium,39.2,5,No,2,Platform Reliability Friction
972,IDC-44441,2026-03-04T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Date of birth validation rejecting valid 1999 dates,S2 - High,11.4,9,No,3,User Verification Friction
973,IDC-42709,2026-05-30T00:00:00.000Z,Rivet Play,CA-ON,Email,Invoice query forwarded from finance,S3 - Medium,35.1,6,No,2,Account Admin
974,IDC-44093,2026-02-02T00:00:00.000Z,Marigold Gaming,US-MI,Email,"OTP channel timeout error, must be integer 15-900",S2 - High,21.3,8,No,3,User Verification Friction
975,IDC-44638,2026-05-26T00:00:00.000Z,Ashgrove Bet,UK,Email,SSN last-4 not matching for valid users,S2 - High,5.9,4,No,3,User Verification Friction
976,IDC-43056,2026-05-18T00:00:00.000Z,Tidewater Casino,US-NJ,Email,"Sanctions hit looks like a false positive, please review",S1 - Critical,3.5,12,No,4,Compliance Decision Friction
977,IDC-42785,2026-02-26T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Webhook signature verification failing in staging,S2 - High,10.8,8,No,3,Platform Reliability Friction
978,IDC-42230,2026-03-08T00:00:00.000Z,Rivet Play,CA-ON,Phone,"Sanctions hit looks like a false positive, please review",S2 - High,14.7,5,No,3,Compliance Decision Friction
979,IDC-42497,2026-07-17T00:00:00.000Z,Rivet Play,CA-ON,Portal,Manual review queue backing up this week,S3 - Medium,19.2,3,No,2,Operational Backlog Friction
980,IDC-42432,2026-05-16T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Zip code mismatch on addresses we believe are valid,S2 - High,17.6,7,No,3,User Verification Friction
981,IDC-43452,2026-02-09T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Too many users routed to step-up this week,S2 - High,19.4,7,No,3,User Verification Friction
982,IDC-44691,2026-07-14T00:00:00.000Z,Pinnacle Play,US-CO,Portal,Duplicate verification sessions created for one user,S4 - Low,29.9,2,No,1,User Verification Friction
983,IDC-42883,2026-05-03T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Date of birth validation rejecting valid 1999 dates,S4 - Low,43.9,2,No,1,User Verification Friction
984,IDC-43602,2026-03-10T00:00:00.000Z,Cobalt Sportsbook,US-PA,Slack Connect,"Image capture loops, QR code keeps reloading on handoff",S3 - Medium,23.5,4,No,2,User Verification Friction
985,IDC-42731,2026-07-18T00:00:00.000Z,Rivet Play,CA-ON,Portal,"CfA failing, what does phone_not_baselined mean?",S3 - Medium,23.6,4,No,2,Platform Reliability Friction
986,IDC-44249,2026-07-20T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,How do we clear stuck review cases?,S3 - Medium,10.2,3,No,2,Operational Backlog Friction
987,IDC-43003,2026-05-25T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,Zip code mismatch on addresses we believe are valid,S3 - Medium,27.4,3,Yes,2,User Verification Friction
988,IDC-43981,2026-05-28T00:00:00.000Z,Marigold Gaming,US-MI,Email,Front of licence rejected as invalid image,S1 - Critical,11.5,8,No,4,User Verification Friction
989,IDC-42029,2026-05-22T00:00:00.000Z,Rivet Play,CA-ON,Portal,Date of birth validation rejecting valid 1999 dates,S2 - High,23.1,7,No,3,User Verification Friction
990,IDC-42453,2026-04-27T00:00:00.000Z,Rivet Play,CA-ON,Email,Selfie step blank on Android Chrome,S3 - Medium,33,6,No,2,User Verification Friction
991,IDC-44290,2026-03-23T00:00:00.000Z,Selkirk Interactive,US-AZ,Slack Connect,New image capture flow rejecting valid IDs,S3 - Medium,20.6,3,No,2,User Verification Friction
992,IDC-43757,2026-04-26T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,"vendors.error on data check, backend did not respond in time",S3 - Medium,41.6,5,No,2,Platform Reliability Friction
993,IDC-42865,2026-06-02T00:00:00.000Z,Rivet Play,CA-ON,Email,Manual review queue backing up this week,S3 - Medium,13.1,3,No,2,Operational Backlog Friction
994,IDC-43220,2026-04-22T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Token creation request returning 401,S4 - Low,57.6,3,No,1,Integration & Config
995,IDC-44046,2026-03-12T00:00:00.000Z,Marigold Gaming,US-MI,Email,Token creation request returning 401,S2 - High,25.7,7,No,3,Integration & Config
996,IDC-42044,2026-07-04T00:00:00.000Z,Rivet Play,CA-ON,Email,Verification failing with provider timeout (504),S1 - Critical,12.1,9,No,4,Platform Reliability Friction
997,IDC-44525,2026-07-26T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Watchlist screening flagged the wrong person,S4 - Low,59.5,2,No,1,Compliance Decision Friction
998,IDC-44552,2026-03-18T00:00:00.000Z,Ashgrove Bet,UK,Email,Token creation request returning 401,S3 - Medium,34.4,6,No,2,Integration & Config
999,IDC-44872,2026-03-22T00:00:00.000Z,Pinnacle Play,US-CO,Portal,"vendors.error on data check, backend did not respond in time",S1 - Critical,4.2,12,No,4,Platform Reliability Friction
1000,IDC-43520,2026-07-01T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Watchlist screening flagged the wrong person,S2 - High,6.3,8,No,3,Compliance Decision Friction
1001,IDC-43690,2026-05-11T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Front of licence rejected as invalid image,S3 - Medium,15.7,5,Yes,2,User Verification Friction
1002,IDC-42089,2026-07-06T00:00:00.000Z,Rivet Play,CA-ON,Email,Please add our new brand to the account,S4 - Low,22.4,2,Yes,1,Integration & Config
1003,IDC-43877,2026-04-12T00:00:00.000Z,Marigold Gaming,US-MI,Portal,"Onboarding new market, what config changes are needed?",S4 - Low,28.9,3,No,1,Integration & Config
1004,IDC-42138,2026-06-19T00:00:00.000Z,Rivet Play,CA-ON,Portal,Request: export of last month's verification volumes,S4 - Low,38.4,1,Yes,1,Account Admin
1005,IDC-44391,2026-05-11T00:00:00.000Z,Ashgrove Bet,UK,Email,IDPV outcome differs across document types,S3 - Medium,15.3,4,No,2,Compliance Decision Friction
1006,IDC-44154,2026-04-01T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Invoice query forwarded from finance,S4 - Low,70,3,No,1,Account Admin
1007,IDC-44291,2026-03-31T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Date of birth validation rejecting valid 1999 dates,S3 - Medium,28.2,4,No,2,User Verification Friction
1008,IDC-44581,2026-03-19T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,apiKey rejected when sent in the request body,S2 - High,19,4,No,3,Integration & Config
1009,IDC-44660,2026-04-19T00:00:00.000Z,Pinnacle Play,US-CO,Portal,Webhook signature verification failing in staging,S2 - High,7.4,5,No,3,Platform Reliability Friction
1010,IDC-44728,2026-07-05T00:00:00.000Z,Pinnacle Play,US-CO,Email,Question about the data retention period,S3 - Medium,22.4,2,No,2,Account Admin
1011,IDC-44476,2026-08-02T00:00:00.000Z,Ashgrove Bet,UK,Email,Manual review queue backing up this week,S3 - Medium,40.8,6,No,2,Operational Backlog Friction
1012,IDC-43770,2026-04-17T00:00:00.000Z,Cobalt Sportsbook,US-PA,Slack Connect,SSN last-4 not matching for valid users,S3 - Medium,43.3,4,Yes,2,User Verification Friction
1013,IDC-43822,2026-05-19T00:00:00.000Z,Cobalt Sportsbook,US-PA,Phone,Invoice query forwarded from finance,S4 - Low,64.6,2,No,1,Account Admin
1014,IDC-44829,2026-02-14T00:00:00.000Z,Pinnacle Play,US-CO,Portal,"vendors.error on data check, backend did not respond in time",S2 - High,13.5,5,No,3,Platform Reliability Friction
1015,IDC-44106,2026-05-06T00:00:00.000Z,Marigold Gaming,US-MI,Portal,Partial match returns no data on first attempt,S4 - Low,57.9,3,No,1,User Verification Friction
1016,IDC-42965,2026-07-22T00:00:00.000Z,Tidewater Casino,US-NJ,Email,"OTP channel timeout error, must be integer 15-900",S4 - Low,21.7,3,No,1,User Verification Friction
1017,IDC-43463,2026-02-12T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Duplicate verification sessions created for one user,S3 - Medium,18.6,5,Yes,2,User Verification Friction
1018,IDC-43476,2026-04-27T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,Inaccurate PEP alert on an obviously low-risk player,S3 - Medium,9.6,3,No,2,Compliance Decision Friction
1019,IDC-42014,2026-06-21T00:00:00.000Z,Rivet Play,CA-ON,Email,Upload succeeds but result says image invalid,S1 - Critical,8.4,10,No,4,User Verification Friction
1020,IDC-44013,2026-04-05T00:00:00.000Z,Marigold Gaming,US-MI,Email,Duplicate verification sessions created for one user,S3 - Medium,9.1,4,No,2,User Verification Friction
1021,IDC-44367,2026-03-21T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,ID capture screen freezes on mobile for several users,S3 - Medium,41.4,6,No,2,User Verification Friction
1022,IDC-43370,2026-06-23T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Player passed data check but failed secondary auth,S2 - High,17.3,5,No,3,User Verification Friction
1023,IDC-44078,2026-04-11T00:00:00.000Z,Marigold Gaming,US-MI,Phone,Player says they were verified twice and charged twice,S1 - Critical,3,11,No,4,User Verification Friction
1024,IDC-43626,2026-05-14T00:00:00.000Z,Cobalt Sportsbook,US-PA,Phone,Address normalization rejecting apartment formats,S3 - Medium,38.7,6,No,2,User Verification Friction
1025,IDC-44394,2026-06-19T00:00:00.000Z,Ashgrove Bet,UK,Email,"vendors.error on data check, backend did not respond in time",S2 - High,12.2,7,No,3,Platform Reliability Friction
1026,IDC-43353,2026-03-22T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Inaccurate PEP alert on an obviously low-risk player,S2 - High,21.4,5,No,3,Compliance Decision Friction
1027,IDC-42357,2026-03-12T00:00:00.000Z,Rivet Play,CA-ON,Phone,IDPV outcome differs across document types,S3 - Medium,20.8,6,No,2,Compliance Decision Friction
1028,IDC-42057,2026-04-03T00:00:00.000Z,Rivet Play,CA-ON,Email,Question about the data retention period,S4 - Low,68.4,1,No,1,Account Admin
1029,IDC-42695,2026-05-17T00:00:00.000Z,Rivet Play,CA-ON,Portal,Date of birth validation rejecting valid 1999 dates,S3 - Medium,15,4,No,2,User Verification Friction
1030,IDC-43077,2026-02-27T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Date of birth validation rejecting valid 1999 dates,S4 - Low,56.1,3,No,1,User Verification Friction
1031,IDC-44446,2026-06-08T00:00:00.000Z,Ashgrove Bet,UK,Portal,ID capture screen freezes on mobile for several users,S4 - Low,56.3,2,No,1,User Verification Friction
1032,IDC-44586,2026-03-18T00:00:00.000Z,Ashgrove Bet,UK,Portal,Token creation request returning 401,S3 - Medium,33.6,2,No,2,Integration & Config
1033,IDC-44680,2026-05-01T00:00:00.000Z,Pinnacle Play,US-CO,Email,Invoice query forwarded from finance,S3 - Medium,13.4,2,No,2,Account Admin
1034,IDC-42207,2026-02-03T00:00:00.000Z,Rivet Play,CA-ON,Email,apiKey rejected when sent in the request body,S3 - Medium,12.3,2,No,2,Integration & Config
1035,IDC-42681,2026-07-12T00:00:00.000Z,Rivet Play,CA-ON,Email,Manual review queue backing up this week,S4 - Low,24,2,No,1,Operational Backlog Friction
1036,IDC-42568,2026-07-25T00:00:00.000Z,Rivet Play,CA-ON,Portal,Callback not received after verification completes,S4 - Low,53.2,1,No,1,Platform Reliability Friction
1037,IDC-42949,2026-04-15T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Please add our new brand to the account,S3 - Medium,29.8,4,No,2,Integration & Config
1038,IDC-43742,2026-04-03T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Player passed data check but failed secondary auth,S3 - Medium,41.7,2,No,2,User Verification Friction
1039,IDC-42522,2026-02-09T00:00:00.000Z,Rivet Play,CA-ON,Email,"Review decision pending for 48h+, players waiting",S3 - Medium,17.2,4,No,2,Operational Backlog Friction
1040,IDC-42960,2026-03-23T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,How do we clear stuck review cases?,S3 - Medium,17.8,2,No,2,Operational Backlog Friction
1041,IDC-43444,2026-06-18T00:00:00.000Z,Foundry Gaming,US-NJ,Email,How do we clear stuck review cases?,S3 - Medium,26.5,5,No,2,Operational Backlog Friction
1042,IDC-43834,2026-05-12T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Token creation request returning 401,S3 - Medium,24.4,6,No,2,Integration & Config
1043,IDC-42061,2026-07-05T00:00:00.000Z,Rivet Play,CA-ON,Portal,Please add our new brand to the account,S4 - Low,15.7,3,No,1,Integration & Config
1044,IDC-42065,2026-06-06T00:00:00.000Z,Rivet Play,CA-ON,Portal,Front of licence rejected as invalid image,S2 - High,15.7,7,Yes,3,User Verification Friction
1045,IDC-43718,2026-04-23T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,"Pass rate dropped sharply this week, is a data provider down?",S2 - High,18.5,4,Yes,3,Platform Reliability Friction
1046,IDC-44851,2026-02-17T00:00:00.000Z,Pinnacle Play,US-CO,Slack Connect,SSN last-4 not matching for valid users,S3 - Medium,24.5,2,No,2,User Verification Friction
1047,IDC-43932,2026-04-04T00:00:00.000Z,Marigold Gaming,US-MI,Portal,Full 9-digit SSN check failing after config change,S3 - Medium,32.5,5,No,2,User Verification Friction
1048,IDC-42019,2026-05-03T00:00:00.000Z,Rivet Play,CA-ON,Email,"Image capture loops, QR code keeps reloading on handoff",S3 - Medium,16.7,4,Yes,2,User Verification Friction
1049,IDC-42154,2026-03-24T00:00:00.000Z,Rivet Play,CA-ON,Email,Webhook signature verification failing in staging,S3 - Medium,27.3,6,No,2,Platform Reliability Friction
1050,IDC-42539,2026-04-11T00:00:00.000Z,Rivet Play,CA-ON,Portal,IDPV outcome differs across document types,S4 - Low,51,2,No,1,Compliance Decision Friction
1051,IDC-42077,2026-04-22T00:00:00.000Z,Rivet Play,CA-ON,Phone,IP allowlisting request for a new environment,S2 - High,18.8,9,No,3,Integration & Config
1052,IDC-42318,2026-07-30T00:00:00.000Z,Rivet Play,CA-ON,Portal,Player says they were verified twice and charged twice,S3 - Medium,28.1,4,No,2,User Verification Friction
1053,IDC-43237,2026-03-26T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Can we suppress PEP alerts for our US-only brand?,S3 - Medium,25.8,5,No,2,Compliance Decision Friction
1054,IDC-44749,2026-05-20T00:00:00.000Z,Pinnacle Play,US-CO,Email,Token creation request returning 401,S4 - Low,38.5,1,No,1,Integration & Config
1055,IDC-42168,2026-07-20T00:00:00.000Z,Rivet Play,CA-ON,Email,Please add our new brand to the account,S4 - Low,62.9,2,No,1,Integration & Config
1056,IDC-43182,2026-04-03T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Token creation request returning 401,S2 - High,9.2,7,No,3,Integration & Config
1057,IDC-43950,2026-04-18T00:00:00.000Z,Marigold Gaming,US-MI,Email,Upstream data check returning gateway errors since Monday,S2 - High,13,7,No,3,Platform Reliability Friction
1058,IDC-42915,2026-07-13T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Duplicate verification sessions created for one user,S3 - Medium,28.4,5,No,2,User Verification Friction
1059,IDC-42879,2026-05-03T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,Step-up auth triggering for returning players,S3 - Medium,17,5,No,2,User Verification Friction
1060,IDC-42912,2026-03-29T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Request: export of last month's verification volumes,S4 - Low,68.6,1,No,1,Account Admin
1061,IDC-44244,2026-05-11T00:00:00.000Z,Selkirk Interactive,US-AZ,Slack Connect,How do we clear stuck review cases?,S4 - Low,40,1,No,1,Operational Backlog Friction
1062,IDC-43270,2026-02-16T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Can we suppress PEP alerts for our US-only brand?,S4 - Low,68.9,3,No,1,Compliance Decision Friction
1063,IDC-43101,2026-02-09T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Date of birth validation rejecting valid 1999 dates,S3 - Medium,32.5,2,No,2,User Verification Friction
1064,IDC-43413,2026-03-27T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Player passed data check but failed secondary auth,S3 - Medium,14.6,4,No,2,User Verification Friction
1065,IDC-43524,2026-04-20T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Passport read failing for a batch of users,S3 - Medium,43.6,5,Yes,2,User Verification Friction
1066,IDC-44927,2026-04-13T00:00:00.000Z,Pinnacle Play,US-CO,Email,Watchlist screening flagged the wrong person,S2 - High,8.2,7,No,3,Compliance Decision Friction
1067,IDC-44709,2026-06-27T00:00:00.000Z,Pinnacle Play,US-CO,Slack Connect,Please adjust our scheduled report frequency,S3 - Medium,12.2,2,No,2,Account Admin
1068,IDC-44914,2026-07-27T00:00:00.000Z,Pinnacle Play,US-CO,Phone,IDPV outcome differs across document types,S2 - High,5.9,9,Yes,3,Compliance Decision Friction
1069,IDC-42340,2026-07-11T00:00:00.000Z,Rivet Play,CA-ON,Email,ID capture screen freezes on mobile for several users,S3 - Medium,31.1,6,No,2,User Verification Friction
1070,IDC-44234,2026-03-02T00:00:00.000Z,Selkirk Interactive,US-AZ,Portal,apiKey rejected when sent in the request body,S2 - High,8,5,No,3,Integration & Config
1071,IDC-43912,2026-07-30T00:00:00.000Z,Marigold Gaming,US-MI,Slack Connect,Zip code mismatch on addresses we believe are valid,S3 - Medium,36,4,No,2,User Verification Friction
1072,IDC-42649,2026-02-19T00:00:00.000Z,Rivet Play,CA-ON,Portal,Request: export of last month's verification volumes,S4 - Low,60.4,1,No,1,Account Admin
1073,IDC-44413,2026-07-14T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Date of birth validation rejecting valid 1999 dates,S2 - High,24.2,9,No,3,User Verification Friction
1074,IDC-42628,2026-03-22T00:00:00.000Z,Rivet Play,CA-ON,Email,IDPV outcome differs across document types,S2 - High,8.7,8,No,3,Compliance Decision Friction
1075,IDC-43079,2026-05-08T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,"Base URL misconfigured, double https in the endpoint",S3 - Medium,35.6,5,No,2,Integration & Config
1076,IDC-44923,2026-06-10T00:00:00.000Z,Pinnacle Play,US-CO,Slack Connect,Step-up auth triggering for returning players,S3 - Medium,16.4,2,No,2,User Verification Friction
1077,IDC-44158,2026-07-28T00:00:00.000Z,Selkirk Interactive,US-AZ,Slack Connect,IDPV outcome differs across document types,S3 - Medium,15.9,2,No,2,Compliance Decision Friction
1078,IDC-42859,2026-02-06T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,IDPV outcome differs across document types,S2 - High,15.1,7,Yes,3,Compliance Decision Friction
1079,IDC-42819,2026-02-04T00:00:00.000Z,Rivet Play,CA-ON,Email,How do we clear stuck review cases?,S2 - High,8.5,6,No,3,Operational Backlog Friction
1080,IDC-43481,2026-04-20T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Too many users routed to step-up this week,S3 - Medium,42.2,4,No,2,User Verification Friction
1081,IDC-44382,2026-07-17T00:00:00.000Z,Ashgrove Bet,UK,Phone,"Sanctions hit looks like a false positive, please review",S2 - High,21,5,No,3,Compliance Decision Friction
